"sentiment","content"
"fun","Just reached my Cellgroup leader's house and he is surprised that I'm dry. Haha.- http://tweet.sg"
"fun","Is waiting for Foreigner start"
"fun","That's a great point... but I'm not shitting in ANY! woods, Sara... you should know better.Haha"
"fun","i heart you"
"fun","News of the Wierd is so entertaining"
"fun","Helping with &quot;kiddie church&quot; tomorrow! Yay little guys!!"
"fun","http://twitpic.com/vwa - I'm not gonna buy one...nor two... But three! I will be the ultimate slaughter machine!"
"fun","ellen degeneres and mcfly fans!i say we try to get mcfly on the ellen show..how about it?"
"fun","I've got jam! Oh yea."
"fun","probably the coooolest thing we've ever done"
"fun","Playing Ghost Online is really interesting. The new updates are Kirin pet and Metamorph for third job.Can't wait to have a dragon pet"
"fun","New pickkshaa! If it's really big then it looks MILKY!YAAAY!"
"fun","OHSHNAPSSS. is she pissed at blair as usual ? hahah. ; yeeeah, i bake cookies"
"fun","SNL is gonna be great tonight"
"fun","Guys. Just got someone with saran wrap. Tuesdays video shall be awesome"
"fun","I saw the game not a huge cavs fan lol. they pay refs. But Yao's outthe rest of playoffs so L.a is cruising to the WCF"
"fun","bowling with cousinsawesome"
"fun","Haha thanks."
"fun","this week has been fun...i hope next week will be even betterNYC indays"
"fun","If you guys would be interested in watching me get tattooed tomorrow, let me know!"
"fun","that party was a great timejust got 'paranoid' byas a ringtone! yay"
"fun","happy thats its finally summerand cant wait to turnon weds!!!!!!!"
"fun","Hah!Sparkly ones at that."
"fun","my youtube channel? Demilynnmusic haha cause I lovesing ; stuff so yea"
"fun","P-Nutt got a new collar and leash todayhttp://apps.facebook.com/dogbook/profile/view/"
"fun","Good luckI wanna see them again too. I waited outside by their buses to see them before, no autographs tho!"
"fun","i think u have more than enough friends now, including me lol"
"fun","Awesome, congrats on completing it! (I can't believe you cycled the distance to my cottage though inday.)"
"fun","THAT was a GREAT AMP JOKE.. Thanks for sharing"
"fun","good luck C have funn!"
"fun","Such a long day!!! So much fun thoughtomorrow will be just as much."
"fun","Alright, so playing cards in the rain wasn't the smartest idea, and now I might be sick... but it was fun"
"fun","The wife gets stung by a bee and she has been acting like i big ass baby ever since and this was abouthours ago.lol what a baby."
"fun","I sewed my shirtand I fail at screaming v_v but I had a quesadilla!Quesadiaas are bombbb &lt; I will try and scream another day! :]"
"fun","Goin to drive-in movie for the first time"
"fun","so ready for dc tomorrow, photo trippin'"
"fun","i haven't watch it yet... but it seems like a cool movie.. anyway happy watching...rate it after u go watched it yea.."
"fun","READY!!!!!... I've heard Bobo proboblytimes , also BoboByeBye!!"
"fun","You mean set up to start using? just jump in! Use the # sign with whatever word you want to use"
"fun","hey Phillll! Wazzuppppp?!"
"fun","LOL! Glad you like it!"
"fun","just ran through the rain"
"fun","Cannot wait to get all dolled up and go out tonight"
"fun","ahhh!! haha ... thanks for clarifying"
"fun","thats howya pose ta do get cake(twitpic)"
"fun","Sounds Fun!"
"fun","HAPPY MOTHERS DAYME"
"fun","Just back from bingo w/family -- I won over $! Fun night"
"fun","have fun!"
"fun","dude, was that you in the new Star Trek Burger King commercial? Bud Light AND Burger King? So proud of u man."
"fun","wooo...my luck is done"
"fun","I beat you to the punch!#stickam"
"fun","what fun are you speaking of?"
"fun","I'm going to try ; get some sleep. I got work mostly all day ; I'm training for bakery also. Glammyyy crocker on deck. Lmao. Text or call"
"fun","WILL DO!! (of will did?? lol ) great episode"
"fun","Thanks!Got tired of bleaching it. The, um, bangs there... yeah they are actually a bit purple &gt;_&gt; oopsie."
"fun","Didn't meet Rosie O Donnell but it was still a fun night"
"fun","just got out of the pool!!so fun..now gonna watch tv and do stuff on the computer. (:"
"fun","I misscant wait until June for HIL HANGZ~ Tonight was sososo good"
"fun","I'm not going to lie, I'm loving the Ace of Cakeswooop! LOST!"
"fun","**Jaw Drops** **Gasp** Whatever do u mean? I'm as sweet as pieAllow me to re-introduce myself, I'm Coach ; I'm a Cancer ; u?"
"fun","Thanks!Your name strikes me every time I see it, as a friend of mine uses belofsouthie as her email"
"fun","&quot;I want you in my mouth and my butthole b!tch&quot; mm jeffree rawks"
"fun","Enjoyed Star Trek... More please"
"fun","Hey! I need that book to go with my Amy Sedaris.is finishing it now, you say? ;)"
"fun","I understandComputers are fun again!"
"fun","Road trip to Cincy to the limb store!!!!"
"fun","having coffee with bread. peanut butter today!"
"fun","perkinz..idk wat after dat tho. maybe sum SEX. lol"
"fun","Come on Vancouver. Throwing stuff onto the ice? I thought you Canucks were supposed to be all polite and stuff?"
"fun","Playing cards with my niece."
"fun","i wanna watch tormented. it's showing on May"
"fun","is having awesome fruits and vegetable juice at the opening of Lam's noodles at#fb http://tinyurl.com/qnjqx"
"fun","yeah twitter is a lot of fun babe... especially when you've got ppl to talk to! lol ; that sounds Goooooood lol"
"fun","i'm watching CQC a brazilian humor program"
"fun","hahah that is hilarious!when my b/f washes them they usually don't fit the bed anymore.either that or they turn pink"
"fun","That's not too bad.Good luck!"
"fun","Is one bar two of the pub crawl... Gonn be a long night"
"fun","One of the fake &quot;you&quot;s followed me. Haha. I so wish it would be you instead!"
"fun","haha aww hun i bet you are more creative than me"
"fun","thanx mang!shes due in june th and yezzzir the first baby! -drummer boi"
"fun","make a prank call for me"
"fun","Keep the suggestions coming...I love the classics!"
"fun","Years ago when my neighbor told me she went to school with Sharkboy I didnt care...Too Bad, bcuz now Taylor Lautner is a little hottie!!"
"fun","Jeff ; I are looking for long lasting love! Just not with each other we both like Men"
"fun","Perhaps the answers to all my questions, lie in the deep waves of the ocean. Beach trip anyone!?"
"fun","We should have a twitter reunion it would be awesome to meet you all lol, iwonder howd iget that to pull off"
"fun","I'm enjoying this Sunday very much. No parents. No revision. Just like any other Sunday"
"fun","Stylish soap; lots of sexy people; now we just need a version dubbed in english!Keep up the good work... Bruno"
"fun","ahhh~~ is hb done or.. cause we are still hoping for an encore of SNSDlol!!!"
"fun","glad he's leavin' got ALL my expensv shit outta his way...did i mention glad he's leavin'? *bust empty beer bttl on head"
"fun","BEP KILLED IT! Oh and leighton meester waved at us!"
"fun","drank aI guess that doesnt count?"
"fun","Awesome fortune cookie!I think you really WILL go to exotic places.Hope all is well!!!"
"fun","i KNOW! AHH!so fun!"
"fun","excited to see my cousins this week."
"fun","Whooo Baby! Good luck"
"fun","sweet spice girls sing along w good friends"
"fun","went on a ride to tortilla flats this morning with , a little warm, but a nice ride none the less"
"fun","Make her something. Buying something is too impersonal. She's your mom!"
"fun","Happy Mothers Day! ..ok..seriously..good night"
"fun","made me want taco bell, damn you sara! oh well now i'm going to go change into my jammies now."
"fun","is about to go buy his mother a mother's day gift"
"fun","TODAY WAS SOO FUN!!happy bday chrissy &lt;"
"fun","At myhouse with the girls tonight"
"fun","juss came backk from Berkeleyy ; omg its madd fun out therehavent been out there in a minute . whassqoodd ?"
"fun","can't wait to see 'Transformers '.. C'me on, Shia! Yippiee!"
"fun","Umm most defWe should have a fun Houston day together and then hopefully it'll turn into a Houston night... hehe"
"fun","gimme some ! i wanna try it(Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/UhS)"
"fun","let's smoke and watched dazed and confused. that's a perfect pizza movie too"
"fun","if you look at the js code in facebook you will notice a few js functions...nahh just kidding, a buddy told me"
"fun","for lack of having to go do my own hunt (lol) can you refresh my memory on which one is clue #?"
"fun","SHOUT OUT TO NIKKI....PLEASSSEEE(Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/UhS)"
"fun","i cant wait to see you guys @ hq on sunday!!"
"fun","LOL!That is just the way I was brought up."
"fun","you should sing out loud"
"fun","I love old school horror movies more, I got Elvira tattooed on my back"
"fun","that was so much fun! the banana dessert alone is worth the trip to austin! we'll be back soon"
"fun","Watching videos on youtube with the bf.Thinking about going to bed soon."
"fun","Jess just posted some hawt pics on the board J ... u should check them out..."
"fun","Look, everyone! I'm a bad boy! I'm ranked higher than Meghan McCain!http://tinyurl.com/ojmz"
"fun","If someone have a friendster profy!,.just add me!,.ayt!?,.lol!,.http://bit.ly/UsPlN !"
"fun","is addicted to the pet society app on facebook"
"fun","Talking to whom? This 'Shah Rukh Khan' is an imposter here... LOL! BTW thanx for the follow..."
"fun","Cum fiesta at my house in my mouthhit me up for the password"
"fun","On her way home from promso fun!"
"fun","I was kiddin' with you. Shy is not a word i'd use to describe me"
"fun","not so awesome now, huh? LOL"
"fun","Very funny Thanks"
"fun","Just for fun: Jessica Alba weekly Twitter follower count: , (+,). This is starting to look like a movement."
"fun","i have a whole day planned for my mom today that i know she will love!"
"fun","finally gonna get sum sleepthat concert was crazy!!! God Bless those ministers!!!"
"fun","kashtam ! wonder what would be the simileyfor CSK"
"fun","Thankies.I'll never be able to watch the movie Madagascar the same way again... hehe."
"fun","assumes it wasnt so taboo to start an email with &quot;LOL&quot; considering that the reply it got started with &quot;ROFL. PWND.&quot; I love the internet!"
"fun","looks like you need a local marketing person. I'm booked forgigs in Vegas that day"
"fun","that boy over there is something worth admiring"
"fun","ack ~ of course i'm a person! but i thinkknows that"
"fun","haha no, I was referring to the band... http://www.myspace.com/lcdsoundsystem"
"fun","just kick their asses and call it a day."
"fun","Hence the smiley face.ha ha ha ha. Lol yeah i'm hong to be tired as fuck tomorrow. But guess what i do not care."
"fun","we shuld doa dance like that its seriously the best thing haha. see yu tomoro."
"fun","Just got home from morongo.. Havin a coronaWonbucks woo! Lol I wish it woulda been , instead :-/"
"fun","LOLOL.. i think it's funny that aboutpeople think you're lieing about being &quot;the REAL john barrowman&quot;"
"fun","Folks thought it was hilarious when I told them the story, and then they saw the shirt I wore tonight.Laughter all night."
"fun","Hopes to find more mates that are on this thing"
"fun","do i wanna kno wat u mean by more than fine? Lol now i'm curious lol. I may have money by thentis good too."
